Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:83029900


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
83029900;2;01/12/2013;;1;1;"22,0337";"2,8386";"10,2432";7;27;2;2;2;"0,0";0;"11,3414";"9,6949";"8,2011";"7,8509";"8,9292";"16,1582";"22,0337";"17,8064";"12,6795";"10,4987";"10,9152";"10,9152";"10,4987";"8,5605";"10,4987";"15,63";"16,1582";"13,1456";"9,6949";"8,2011";"6,5409";"5,9392";"5,372";"4,3385";"3,8708";"3,4348";"2,8386";"10,092";"8,2011";"16,1582";"11,3414";2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1
83029900;2;01/11/2013;;1;1;"57,4461";"5,6513";"10,8599";29;17;2;2;2;"0,0";0;"11,3414";"10,9152";"10,9152";"10,092";"9,6949";"9,6949";"8,9292";"8,2011";"7,8509";"7,5099";"7,178";"8,2011";"10,092";"10,092";"7,8509";"5,9392";"5,6513";"5,9392";"5,6513";"5,6513";"5,6513";"6,2357";"6,855";"7,178";"6,5409";"6,2357";"5,9392";"32,9817";"57,4461";"23,342";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
83029900;2;01/10/2013;;1;1;"42,7483";"10,4987";"16,8025";4;1;2;2;2;"0,0";0;"10,4987";"10,4987";"13,1456";"42,7483";"33,8072";"23,342";"12,2235";"20,1557";"17,8064";"16,6969";"15,63";"14,6052";"13,6219";"13,1456";"13,1456";"12,6795";"12,6795";"12,6795";"13,1456";"12,6795";"11,7775";"10,9152";"10,9152";"12,2235";"16,1582";"20,7705";"24,0132";"26,096";"22,6822";"17,2463";"13,1456";1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83029900;2;01/09/2013;;1;1;"286,2165";"6,2357";"43,0058";22;15;1;1;1;"0,0";0;"18,3774";"24,6959";"17,2463";"15,1124";"14,6052";"12,2235";"11,3414";"10,4987";"10,4987";"9,6949";"8,2011";"8,2011";"7,8509";"7,178";"6,2357";"18,3774";"86,072";"41,7971";"27,5428";"88,9734";"135,6983";"286,2165";"201,2748";"87,0359";"45,6795";"27,5428";"22,0337";"17,2463";"12,2235";"10,4987";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83029900;2;01/08/2013;;1;1;"114,2172";"8,5605";"31,9367";10;3;1;1;1;"0,0";0;"10,4987";"8,9292";"8,5605";"14,1084";"14,1084";"92,8858";"62,1319";"29,8017";"24,6959";"114,2172";"89,9468";"50,8272";"34,6449";"26,096";"21,3965";"17,8064";"15,1124";"14,1084";"13,1456";"12,2235";"10,9152";"10,4987";"8,9292";"9,6949";"8,9292";"77,5413";"72,9175";"44,6895";"29,0368";"22,6822";"18,9592";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/07/2013;;1;1;"103,897";"5,6513";"23,5198";22;18;1;1;1;"0,0";0;"34,6449";"27,5428";"22,0337";"18,3774";"16,1582";"14,1084";"13,1456";"12,2235";"11,3414";"10,4987";"10,4987";"9,6949";"8,9292";"8,9292";"8,2011";"7,5099";"6,855";"5,6513";"14,1084";"36,3576";"82,2481";"103,897";"65,7922";"41,7971";"37,2326";"26,096";"19,5519";"16,6969";"13,6219";"13,1456";"12,2235";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/06/2013;;1;1;"123,6197";"2,5243";"27,0019";21;13;1;1;1;"0,0";0;"2,7396";"36,5337";"12,8311";"7,3866";"6,0126";"6,0126";"5,3786";"4,4941";"3,6891";"3,1967";"2,7396";"2,7396";"2,5243";"2,5243";"2,5243";"2,7396";"5,6912";"4,2169";"22,212";"38,9885";"123,6197";"91,2718";"39,0203";"40,8587";"116,3156";"60,9397";"37,2326";"29,0368";"44,6895";"51,8966";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83029900;2;01/05/2013;;1;1;"3,9486";"1,5802";"2,6891";16;15;1;1;1;;0;"3,1967";"3,1967";"3,1967";"2,7396";"2,7396";"3,4385";"2,7396";"2,5243";"2,5243";"2,3178";"1,9314";"1,9314";"2,3178";"2,7396";"1,5802";"3,9486";"3,6891";"3,1967";"2,7396";"3,1967";"2,7396";"2,5243";"2,7396";"2,7396";"2,1202";"2,1202";"2,1202";"2,3178";"2,1202";"3,1967";"2,7396";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/04/2013;;1;1;"45,926";"3,1967";"10,8801";5;29;1;1;1;;0;"8,5102";"20,9753";"22,212";"18,6083";"45,926";"30,3786";"22,212";"17,4781";"13,312";"10,9964";"8,9024";"9,3035";"9,7134";"8,9024";"7,3866";"6,6819";"6,0126";"5,6912";"5,3786";"5,3786";"5,0749";"5,0749";"4,7801";"4,4941";"4,4941";"4,4941";"3,9486";"3,6891";"3,1967";"3,1967";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83029900;2;01/03/2013;;1;1;"91,2718";"4,2169";"18,1488";21;4;1;1;1;"0,0";0;"5,6912";"5,0749";"4,4941";"4,2169";"9,7134";"11,896";"8,9024";"12,8311";"18,6083";"15,3241";"8,9024";"7,3866";"14,3003";"10,1322";"9,7134";"15,3241";"33,385";"22,212";"19,1867";"29,6492";"91,2718";"44,1383";"28,217";"24,1338";"20,3702";"25,4593";"17,4781";"13,312";"11,4418";"10,1322";"9,7134";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/02/2013;;1;1;"52,4633";"3,9486";"14,7613";16;1;1;1;1;;0;"3,9486";"4,4941";"5,3786";"6,0126";"5,0749";"3,9486";"7,3866";"10,1322";"8,1268";"7,7523";"7,3866";"9,3035";"12,3592";"14,3003";"42,3861";"52,4633";"31,1168";"33,385";"25,4593";"30,3786";"17,4781";"21,5892";"12,3592";"10,5599";"9,7134";"8,1268";"6,6819";"6,0126";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
83029900;2;01/01/2013;;1;1;"87,4125";"4,2169";"24,1469";8;31;1;1;1;"0,0";0;"46,8332";"28,9286";"22,8437";"18,0388";"15,8493";"26,8204";"65,7608";"87,4125";"58,4137";"41,5234";"29,6492";"24,7921";"18,6083";"13,8017";"11,4418";"50,551";"22,212";"22,212";"23,4843";"22,8437";"17,4781";"13,8017";"11,4418";"9,7134";"8,9024";"8,1268";"6,6819";"6,0126";"5,3786";"4,7801";"4,2169";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/12/2012;;1;1;"102,1029";"2,9637";"12,8126";29;8;1;1;1;"0,0";0;"3,6891";"6,0126";"12,3592";"6,0126";"5,0749";"4,4941";"3,1967";"2,9637";"18,0388";"9,7134";"7,0298";"6,0126";"6,6819";"5,3786";"4,7801";"6,0126";"5,6912";"4,4941";"6,0126";"13,312";"9,7134";"8,5102";"6,6819";"5,0749";"4,7801";"3,4385";"10,5599";"25,4593";"102,1029";"56,3946";"27,5143";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/11/2012;;1;1;"15,8493";"2,1202";"6,4344";1;23;1;1;1;;0;"15,8493";"12,3592";"10,9964";"9,7134";"8,1268";"6,6819";"6,0126";"5,0749";"9,3035";"9,7134";"8,5102";"6,6819";"6,6819";"6,6819";"4,4941";"4,4941";"4,2169";"3,1967";"2,7396";"2,9637";"2,7396";"2,5243";"2,1202";"2,3178";"13,312";"5,6912";"5,3786";"6,0126";"4,4941";"3,9486";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83029900;2;01/10/2012;;1;1;"55,3985";"3,1967";"16,1654";23;1;1;1;1;;0;"3,1967";"5,3786";"8,5102";"12,8311";"13,312";"8,9024";"6,6819";"5,0749";"3,9486";"4,7801";"50,551";"36,5337";"27,5143";"22,8437";"13,312";"7,3866";"6,6819";"5,3786";"4,4941";"4,4941";"5,0749";"6,3428";"55,3985";"28,9286";"16,3833";"16,3833";"22,212";"15,3241";"13,312";"47,7493";"22,212";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/09/2012;;1;1;"12,3592";"1,9314";"3,6901";11;18;1;1;1;;0;"3,6891";"3,6891";"3,4385";"3,1967";"3,1967";"2,9637";"2,7396";"2,7396";"2,7396";"3,1967";"12,3592";"5,3786";"3,9486";"3,1967";"3,1967";"2,7396";"2,3178";"1,9314";"3,6891";"6,0126";"5,0749";"4,4941";"3,9486";"3,4385";"3,1967";"2,7396";"2,3178";"3,1967";"3,1967";"2,7396";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83029900;2;01/08/2012;;1;1;"85,4991";"1,7514";"13,1621";1;26;1;1;1;"0,0";0;"85,4991";"58,4137";"31,864";"24,1338";"20,9753";"18,6083";"15,8493";"13,8017";"13,312";"11,4418";"10,5599";"9,7134";"9,3035";"6,6819";"6,6819";"6,3428";"6,6819";"6,6819";"6,3428";"5,0749";"4,4941";"3,1967";"2,5243";"1,9314";"1,9314";"1,7514";"4,7801";"5,3786";"5,0749";"4,7801";"4,2169";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/07/2012;;1;1;"102,1029";"4,4941";"28,6618";31;15;1;1;1;"0,0";0;"11,4418";"10,1322";"9,7134";"8,5102";"6,6819";"7,3866";"7,3866";"8,9024";"9,7134";"8,5102";"7,0298";"6,0126";"6,0126";"5,0749";"4,4941";"4,4941";"72,4218";"79,8258";"43,2578";"30,3786";"17,4781";"11,4418";"9,7134";"8,9024";"20,9753";"25,4593";"93,2175";"82,6499";"78,8902";"90,3029";"102,1029";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/06/2012;;1;1;"77,0275";"7,0298";"27,0616";11;3;1;1;1;"0,0";0;"8,1268";"7,3866";"7,0298";"48,6743";"55,3985";"29,6492";"18,6083";"13,8017";"11,896";"12,3592";"77,0275";"41,5234";"24,7921";"19,774";"15,8493";"13,312";"12,3592";"24,1338";"28,217";"27,5143";"37,3431";"73,3371";"60,4684";"33,385";"29,6492";"22,8437";"16,9263";"14,3003";"13,8017";"12,3592";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83029900;2;01/05/2012;;1;1;"102,1029";"1,9314";"9,9952";25;20;1;1;1;"0,0";0;"13,8017";"10,9964";"7,7523";"6,0126";"5,3786";"5,6912";"5,3786";"5,0749";"4,4941";"4,2169";"3,9486";"3,9486";"3,4385";"3,1967";"2,7396";"2,3178";"2,1202";"2,1202";"2,1202";"1,9314";"1,9314";"3,1967";"2,9637";"2,3178";"102,1029";"33,385";"20,9753";"15,3241";"12,3592";"9,7134";"8,9024";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/04/2012;;1;1;"45,0277";"2,3178";"8,1343";29;7;2;2;2;;0;"3,1967";"3,1967";"2,7396";"2,5243";"2,5243";"2,5243";"2,3178";"2,5243";"2,9637";"3,1967";"3,1967";"3,4385";"3,6891";"4,2169";"4,4941";"4,2169";"3,6891";"3,4385";"2,7396";"2,5243";"3,1967";"3,9486";"3,4385";"2,7396";"2,5243";"17,4781";"41,5234";"20,9753";"45,0277";"39,8246";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;
83029900;2;01/03/2012;;1;1;"17,4781";"3,1967";"6,4557";1;26;2;2;2;;0;"17,4781";"14,3003";"13,312";"11,4418";"10,5599";"9,7134";"8,9024";"8,5102";"8,1268";"7,3866";"6,0126";"5,6912";"5,3786";"5,0749";"4,4941";"4,7801";"4,4941";"4,4941";"4,2169";"4,2169";"3,9486";"3,6891";"4,4941";"6,0126";"4,2169";"3,1967";"3,1967";"3,1967";"3,1967";"3,1967";"3,1967";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2
83029900;2;01/02/2012;;1;1;"76,1005";"8,1268";"33,7594";10;19;1;1;1;"0,0";0;"17,4781";"12,3592";"9,7134";"8,9024";"52,4633";"28,217";"16,9263";"73,3371";"27,5143";"76,1005";"65,7608";"34,1589";"19,774";"24,1338";"41,5234";"20,9753";"16,3833";"10,5599";"8,1268";"75,1764";"29,6492";"50,551";"37,3431";"33,385";"28,9286";"50,551";"37,3431";"39,8246";"31,864";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
83029900;2;01/01/2012;;1;1;"131,023";"7,165";"30,4608";14;10;2;2;2;"0,0";0;"25,1627";"36,9918";"26,5892";"17,5406";"13,3513";"11,8688";"11,1496";"9,4186";"8,1056";"7,165";"7,165";"7,165";"11,5073";"131,023";"76,1005";"37,3431";"62,5586";"37,3431";"20,9753";"26,1354";"19,774";"8,9024";"9,3035";"26,1354";"78,8902";"64,6845";"39,8246";"33,385";"30,3786";"26,1354";"22,212";2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/12/2011;;1;1;"16,4856";"2,0102";"5,3431";10;23;1;1;1;"0,0";0;"7,4742";"4,8546";"3,8168";"3,5706";"3,5706";"3,095";"2,8658";"2,8658";"5,4039";"16,4856";"14,891";"11,5073";"5,9725";"5,4039";"4,8546";"4,3253";"3,8168";"3,5706";"3,33";"3,095";"2,8658";"2,8658";"2,0102";"2,4254";"3,33";"6,8601";"5,9725";"5,4039";"5,9725";"5,6858";"7,4742";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/11/2011;;1;1;"45,3778";"5,6858";"14,6536";16;10;1;1;1;"0,0";0;"9,7569";"9,0842";"8,4277";"7,4742";"6,8601";"6,5597";"7,165";"6,5597";"6,5597";"5,6858";"6,2638";"6,5597";"6,8601";"7,4742";"43,4285";"45,3778";"37,8749";"34,4145";"26,5892";"21,1534";"19,9056";"14,1142";"12,2339";"9,0842";"7,7878";"21,1534";"14,891";"10,7956";"9,7569";"9,7569";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83029900;2;01/10/2011;;1;1;"85,1112";"8,1056";"18,0511";14;6;2;2;2;"0,0";0;"11,8688";"12,2339";"12,2339";"10,7956";"9,0842";"8,1056";"8,1056";"8,1056";"11,1496";"16,0819";"15,6816";"11,1496";"32,7558";"85,1112";"66,5878";"40,5968";"11,8688";"11,8688";"11,8688";"11,1496";"10,0993";"9,0842";"8,4277";"9,0842";"9,0842";"15,2846";"12,6028";"11,5073";"14,891";"34,4145";"18,7015";2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
83029900;2;01/09/2011;;1;1;"349,9224";"8,4277";"72,3588";9;27;2;2;2;"0,0";0;"153,6483";"125,8966";"90,9234";"80,3555";"71,0917";"117,369";"189,0155";"265,8419";"349,9224";"104,916";"55,8763";"55,8763";"53,6753";"51,5252";"49,4259";"46,3711";"44,397";"41,5284";"49,4259";"39,6773";"19,9056";"15,6816";"14,891";"14,1142";"11,1496";"9,7569";"8,4277";"14,5008";"12,9753";"12,6028";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;
83029900;2;01/08/2011;;1;1;"176,9871";"28,0614";"119,4529";10;28;1;1;1;"0,0";0;"141,2367";"150,2328";"139,0135";"136,8007";"128,0559";"106,9626";"136,8007";"157,0865";"165,1958";"176,9871";"153,6483";"136,8007";"128,0559";"124,821";"118,4253";"114,2172";"114,2172";"115,265";"128,0559";"122,6781";"111,0909";"103,897";"96,8476";"92,8858";"85,1112";"61,6039";"40,5968";"28,0614";"34,4145";"176,9871";"176,9871";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/07/2011;;1;1;"142,3522";"10,0993";"51,6705";1;15;1;1;1;"0,0";0;"142,3522";"117,369";"75,6817";"68,3789";"58,1286";"46,3711";"32,7558";"21,7937";"16,4856";"13,3513";"12,2339";"12,9753";"11,5073";"10,4455";"10,0993";"25,1627";"17,5406";"23,1078";"28,8147";"88,0031";"102,881";"134,5986";"103,897";"74,7569";"43,4285";"18,7015";"16,8927";"15,6816";"14,891";"111,0909";"132,407";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/06/2011;;1;1;"45,3778";"5,1268";"12,2671";26;13;2;2;2;"0,0";0;"7,7878";"7,4742";"6,8601";"6,2638";"6,2638";"6,2638";"6,2638";"9,7569";"9,7569";"8,1056";"7,165";"6,2638";"5,1268";"5,1268";"5,4039";"5,6858";"5,4039";"5,4039";"5,4039";"5,4039";"5,4039";"15,6816";"23,1078";"18,7015";"14,5008";"45,3778";"39,6773";"28,0614";"21,1534";"25,1627";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;
83029900;2;01/05/2011;;1;1;"51,5252";"6,2638";"12,7209";16;6;2;2;2;"0,0";0;"7,7878";"7,7878";"7,4742";"7,165";"6,8601";"6,2638";"6,2638";"6,2638";"6,2638";"9,4186";"15,2846";"12,2339";"8,7539";"8,1056";"38,7701";"51,5252";"28,8147";"19,2981";"16,0819";"14,1142";"14,1142";"12,9753";"11,8688";"10,7956";"10,0993";"9,4186";"8,7539";"8,4277";"7,7878";"7,7878";"7,7878";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83029900;2;01/04/2011;;1;1;"92,8858";"5,9725";"26,0765";1;19;2;2;2;"0,0";0;"92,8858";"88,9734";"80,3555";"72,0029";"69,2797";"56,996";"29,5796";"21,1534";"18,7015";"19,2981";"18,7015";"16,4856";"14,891";"14,1142";"14,1142";"14,1142";"11,5073";"7,165";"5,9725";"14,891";"12,2339";"14,1142";"13,3513";"11,1496";"9,0842";"8,7539";"8,4277";"8,1056";"8,1056";"7,7878";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
83029900;2;01/03/2011;;1;1;"159,3911";"14,5008";"43,1802";11;24;2;2;2;"0,0";0;"99,8508";"77,5413";"69,2797";"51,5252";"32,7558";"22,4452";"19,2981";"17,5406";"17,5406";"16,8927";"159,3911";"123,7482";"80,3555";"55,8763";"32,7558";"25,1627";"19,9056";"18,1156";"21,1534";"19,2981";"16,4856";"15,6816";"15,2846";"14,5008";"20,524";"18,1156";"33,5792";"32,7558";"39,6773";"61,6039";"89,9468";1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83029900;2;01/02/2011;;1;1;"207,4892";"53,6753";"105,4665";27;22;2;2;2;"0,0";0;"99,8508";"85,1112";"79,4141";"71,0917";"55,8763";"120,5461";"134,5986";"176,9871";"104,916";"94,8606";"103,897";"106,9626";"104,916";"99,8508";"96,8476";"88,9734";"75,6817";"55,8763";"77,5413";"70,184";"67,4816";"53,6753";"89,9468";"104,916";"171,0614";"159,3911";"207,4892";"195,1167";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;;;
83029900;2;01/01/2011;;1;1;"528,6772";"9,7569";"81,4317";22;3;1;1;1;"0,0";0;"11,8688";"10,7956";"9,7569";"10,0993";"12,6028";"25,1627";"31,9442";"29,5796";"37,8749";"29,5796";"23,7815";"20,524";"43,4285";"28,0614";"16,0819";"15,6816";"15,6816";"18,1156";"39,6773";"31,9442";"45,3778";"528,6772";"279,3756";"259,1501";"182,9721";"176,9871";"125,8966";"89,9468";"110,0545";"110,0545";"153,6483";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/12/2010;;1;1;"115,265";"12,6028";"41,4474";14;31;1;1;1;"0,0";0;"15,6816";"18,7015";"37,8749";"85,1112";"80,3555";"50,4693";"45,3778";"50,4693";"36,1207";"29,5796";"25,8703";"55,8763";"102,881";"115,265";"77,5413";"75,6817";"55,8763";"31,9442";"28,0614";"25,8703";"22,4452";"25,1627";"28,0614";"28,0614";"29,5796";"25,8703";"21,1534";"18,7015";"14,891";"13,731";"12,6028";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/11/2010;;1;1;"51,5252";"7,4742";"17,0807";25;14;1;1;1;"0,0";0;"13,731";"13,3513";"12,6028";"11,8688";"11,8688";"11,1496";"11,1496";"10,4455";"9,7569";"9,0842";"8,4277";"7,7878";"7,7878";"7,4742";"7,7878";"31,1443";"22,4452";"16,4856";"12,2339";"9,7569";"8,4277";"10,4455";"39,6773";"27,3196";"51,5252";"41,5284";"29,5796";"23,7815";"18,1156";"15,6816";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83029900;2;01/10/2010;;1;1;"61,6039";"10,4455";"22,2781";18;13;1;1;1;"0,0";0;"11,8688";"29,5796";"18,7015";"11,8688";"14,891";"11,8688";"18,1156";"43,4285";"19,9056";"15,2846";"13,3513";"11,5073";"10,4455";"18,7015";"45,3778";"36,1207";"35,2616";"61,6039";"50,4693";"31,1443";"21,1534";"20,524";"21,1534";"18,7015";"19,2981";"16,4856";"13,3513";"11,5073";"11,8688";"13,3513";"13,731";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/09/2010;;1;1;"15,6816";"4,8546";"7,6636";22;16;1;1;1;"0,0";0;"7,7878";"7,7878";"7,7878";"7,165";"7,165";"7,7878";"7,7878";"8,1056";"7,7878";"6,8601";"6,2638";"5,6858";"5,9725";"5,4039";"5,4039";"4,8546";"4,8546";"4,8546";"4,8546";"4,8546";"9,0842";"15,6816";"11,1496";"8,4277";"8,4277";"8,4277";"8,4277";"7,7878";"7,7878";"15,6816";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83029900;2;01/08/2010;;1;1;"110,0545";"8,4277";"30,8903";4;29;1;1;1;"0,0";0;"106,9626";"61,6039";"71,0917";"110,0545";"110,0545";"72,0029";"47,3769";"40,5968";"31,1443";"27,3196";"24,4665";"22,4452";"20,524";"18,1156";"16,4856";"15,2846";"14,891";"13,3513";"12,9753";"11,8688";"11,8688";"11,1496";"11,1496";"11,1496";"10,4455";"10,0993";"9,0842";"8,7539";"8,4277";"8,4277";"8,4277";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/07/2010;;1;1;"99,8508";"10,7956";"30,3251";17;9;2;2;2;"0,0";0;"14,891";"14,1142";"13,731";"13,3513";"12,6028";"12,6028";"11,5073";"11,1496";"10,7956";"11,1496";"12,6028";"29,5796";"20,524";"17,5406";"18,7015";"55,8763";"99,8508";"90,9234";"64,8109";"49,4259";"36,1207";"37,8749";"43,4285";"34,4145";"28,8147";"28,0614";"26,5892";"21,7937";"18,7015";"18,1156";"60,4325";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
83029900;2;01/06/2010;;1;1;"115,2141";"5,4751";"19,4266";22;19;2;2;2;"0,0";0;"13,5006";"13,0221";"12,5536";"14,9972";"35,3";"19,4447";"13,0221";"11,2077";"9,55";"9,55";"8,7786";"8,7786";"8,7786";"8,0449";"7,0136";"6,0639";"6,0639";"6,6881";"5,4751";"5,4751";"25,9737";"115,2141";"53,6753";"37,8749";"28,0614";"22,4452";"21,1534";"19,9056";"18,7015";"16,4856";;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83029900;2;01/05/2010;;1;1;"94,0477";"14,9972";"56,3259";20;31;2;2;2;"0,0";0;"86,9887";"80,118";"77,2324";"74,3827";"69,7144";"64,2489";"58,9362";"82,0615";"90,9997";"83,0392";"76,2785";"77,2324";"71,5694";"55,7776";"40,5984";"27,413";"27,413";"52,516";"87,9857";"94,0477";"82,0615";"66,054";"47,3329";"37,0182";"28,1497";"23,2298";"19,4447";"17,6979";"16,0462";"15,5165";"14,9972";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
